sentence,label,pmid
And out of the Unspeakable River dividing Zambia and Zimbabwe splashes a crash of stampeding hippopotami.,0,410
"By the end of the work day, the anger was radiating from the city.",1,411
The irritation from the chemicals in the tobacco is considered to be the number one contributing factor.,1,412
He placed his index finger on the knife blade and his three remaining fingers on the knife handle.,0,413
The pandemic H1N1 flu virus was confirmed in a flock of breeder turkeys in Virginia.,0,414
The guard did his job with a scowling look on his face.,0,415
An accident has been caused by the fog.,1,416
The artist skilfully hand-carves the wood with a distinctive style which captures the beauty and the harmony of the nature.,0,417
"And, of course, everyone wants to prove the truth of their beliefs through experience, but the belief begets the experience.",1,418
His speech was a summary of known problems.,0,419
"In developing countries four-fifths of all the illnesses are caused by water-borne diseases, with diarrhoea being the leading cause of childhood death.",1,420
I/O traffic is transferred directly into a target processor cache in accordance with routing information.,0,421
Declining oil revenues have dragged this poor country into even deeper recession.,0,422
The technical terms are defined in the glossary section of this document.,0,423
The troubled company is still feeling aftershocks after its devastating withdrawal of the pain medication Vioxx six months ago.,1,424
The machine implant converts sounds into electrical signals.,0,425
Rudders and skegs improve the control over your kayak.,0,426
She leant for a moment against the wheel of the truck and glanced about.,0,427
"Along the way the women developed a distinctive style, noted for its lively improvisations and geometric simplicity.",0,428
I was diagnosed with bipolar disorder following a breakdown triggered by the sudden death of my brother six years ago.,1,429
"Some posters  encouraged the population of areas near the front to evacuate, thus avoiding the overcrowding and ensuing problems of food distribution and disease caused by the incoming refugees.",1,430
The correct targeting signal is imported into the peroxisomes.,0,431
We store the glue in a cool place.,0,432
"The manure was stored in open sheds, though some stored it in closed sheds.",0,433
OSHA regulates that a forklift operator's training program have three parts.,0,434
"When they took the floor against a team favored to win the national championship, the patriots radiated carefree confidence.",1,435
In each house lives a person with a different nationality.,0,436
A couple relaxes with a cup of coffee at one of Alaska's fabulous bed and breakfasts.,0,437
The lungs are divided into lobes.,0,438
Squeezed growers have put plight to the city dwellers.,0,439
"These tough, stainless steel bolts have a pentagonal head designed for fastening a manhole cover in place.",0,440
"Advanced XML Converter has a wizard driven interface for converting xml files into HTML, CSV, DBF and XLS formats with ease.",0,441
One of the trickiest questions to answer in an interview relates to salary.,0,442
He put a guinea into the hand of the poor fellow.,0,443
"His work has led to new treatments for addicts, tests for drug intoxication and understanding of how heroin, other opiates and cocaine cause dependence and withdrawal.",1,444
"But in 1993, Montalban had a 10-hour surgery to try to alleviate the pain and discomfort from this injury.",1,445
"Annie's the inventor of the astoundingly clever Flip Knit, a low tech, portable alternative to knitting videos.",0,446
You are in the chair while the dentist gets the drill ready to begin work on your teeth.,0,447
"The 50g is hands-down, the absolute best calculator for engineers, surveyors, and hackers.",0,448
"Visibly disturbed, the girl searched the room with the burning candle.",0,449
The injury resulted in numerous operations to save his eyesight.,1,450
Examining the disruption caused by pupil mobility.,1,451
Figure 9 shows the average delays obtained with this policy as compared with those of the previous subsection.,1,452
The best mode of the invention is to form the pillow of firm foam rather than using cotton or cloth or feather filers.,0,453
They achieved the maximum possible flexibility in a crockery basket for receiving a plurality of different items of crockery.,0,454
The large anti-neutrino component is the source of an irreducible background.,1,455
"I awoke to find a conjunction of grammarians standing over me, observing my disposition with a look that would put a sneer of butlers to shame.",0,456
A heavy storm is moving into the town.,0,457
"Fats from meat and dairy cause heart disease, the leading killer of people with diabetes.",1,458
The elections to the minority seats are held on separate electorate basis consisting of non-Muslim population of the country under the same general procedures as those for the Muslim seats and at the same time.,0,459
The contents of the satchel were a revelation.,0,460
